Original: accept|charset , predicted 1st: add
Original: create|snapshot , predicted 1st: create|snapshot
Original: set|hedged|read|timeout , predicted 1st: set|timeout|millis
Original: dump|snapshot|diff|section , predicted 1st: print
Original: set|state , predicted 1st: load|state
Original: received|block|report , predicted 1st: set|block|block
Original: get|block|report|count , predicted 1st: get|block|count
Original: get|file , predicted 1st: get|file
Original: set|bounding|query , predicted 1st: set|query|query
Original: remove|from|corrupt|replicas|map , predicted 1st: remove
Original: set|external|delegation|token|secret|manager , predicted 1st: set|manager
Original: get|file|cache|dir , predicted 1st: get|path|path
Original: new|framework|group , predicted 1st: create|group|group
Original: commit|job , predicted 1st: do|prepare
Original: read|all , predicted 1st: read
Original: add|conters|to|proto , predicted 1st: test
Original: iterator , predicted 1st: get|next|map
Original: remove , predicted 1st: remove
Original: next , predicted 1st: get|name
Original: has|next , predicted 1st: has|next
Original: refresh|namenodes , predicted 1st: refresh
Original: remove|block|pool|storage , predicted 1st: remove
Original: set|last|update , predicted 1st: set|last|update
Original: available , predicted 1st: get|value
Original: generate|task|id , predicted 1st: get|task|id
Original: get|input|count|query , predicted 1st: get|input|query|count
Original: meta|save , predicted 1st: get|uri
Original: get|info|secure|addr , predicted 1st: get|port|port|port
Original: mean , predicted 1st: get|count
Original: assert|is|directory , predicted 1st: assert|file
Original: check|access , predicted 1st: check|check|access
Original: long|to|date , predicted 1st: get|sql
Original: load , predicted 1st: get|property
Original: xor , predicted 1st: filter
Original: add|token , predicted 1st: add
Original: get|message , predicted 1st: get|message
Original: create , predicted 1st: create
Original: remove|cache|pool , predicted 1st: remove|cache
Original: update|heartbeat , predicted 1st: set
Original: signal|container , predicted 1st: is|container
Original: get|tmp|buf , predicted 1st: get
Original: request|short|circuit|shm , predicted 1st: handle|response
Original: read|fields , predicted 1st: read|from
Original: set|args , predicted 1st: main
Original: approximate|count , predicted 1st: get|all|value
Original: set|input|field|names , predicted 1st: set|field|property|names
Original: get|context , predicted 1st: get|context
Original: get|num|peers|xceiver , predicted 1st: get|size
Original: render , predicted 1st: test|parameters
Original: get|datanode|id , predicted 1st: get|id|id
Original: put|root , predicted 1st: put
Original: set|remaining , predicted 1st: set
Original: get|storage|type , predicted 1st: get|storage|type
Original: string|path , predicted 1st: create|path
Original: set|diagnostics , predicted 1st: set|as
Original: get|position , predicted 1st: get|position
Original: set|password|reader , predicted 1st: set|reader|reader
Original: concat , predicted 1st: check|access|access
Original: get|job , predicted 1st: get|job
Original: add|block|pool , predicted 1st: set|thread|pool
Original: get|application|dir , predicted 1st: get|path|path
Original: stop|container|internal , predicted 1st: do|start
Original: set|gid , predicted 1st: set
Original: join|and|collect , predicted 1st: add
Original: get|output|table|name , predicted 1st: get|property|table|name
Original: to|storage|report , predicted 1st: create|storage
Original: get|select|query , predicted 1st: get|order|by|string
Original: get|cluster|id , predicted 1st: get|cluster|id|id
Original: create|resetable|iterator , predicted 1st: get|iterator
Original: get|cache|capacity , predicted 1st: get|cache
Original: new|group , predicted 1st: create|group|name
Original: main , predicted 1st: main
Original: get|resource , predicted 1st: get|resource|from|string
Original: get|hedged|reads|thread|pool , predicted 1st: get|thread|pool|pool|pool
Original: get , predicted 1st: get|instance
Original: write , predicted 1st: set
Original: get|unique|rack|prefix , predicted 1st: get
Original: maybe|init|builder , predicted 1st: set|up
Original: get|skipped , predicted 1st: is
Original: write , predicted 1st: write
Original: get|lease|recovery|command , predicted 1st: get|blocks
Original: test|write , predicted 1st: test|buffer|buffer|size
Original: get|racks , predicted 1st: get
Original: touch , predicted 1st: create|file
Original: wrap|if|necessary , predicted 1st: get|output|stream
Original: reject|root|operation , predicted 1st: runtime|operation
Original: list|x|attrs , predicted 1st: get
Original: hsync , predicted 1st: run
Original: return|decryptor , predicted 1st: add
Original: get|file|info , predicted 1st: get|file|info
Original: choose|data|node , predicted 1st: get
Original: post|root , predicted 1st: do|for
Original: remove|block , predicted 1st: remove
Original: finalize|upgrade , predicted 1st: do|stop
Original: advance , predicted 1st: get|row
Original: get|version , predicted 1st: get|layout|version
Original: get|network|dependencies , predicted 1st: get|dependencies
Original: set|counter , predicted 1st: set
Original: get|default|thresholds , predicted 1st: get
Original: resolve|network|location , predicted 1st: get|host
Original: start|map , predicted 1st: print
Original: get|container|statuses , predicted 1st: get|container|container
Original: refresh|user|to|groups|mappings , predicted 1st: get|user|paths
Original: start , predicted 1st: close
Original: sort|located|blocks , predicted 1st: sort|block|block
Original: is|vmem|check|enabled , predicted 1st: is|check|enabled
Original: count|software|versions , predicted 1st: set|version|count
Original: get|splits , predicted 1st: do|close
Original: add|blocks|to|be|invalidated , predicted 1st: add
Original: execute , predicted 1st: test|simple
Original: renew|lease , predicted 1st: is
Original: start|decommission , predicted 1st: start
Original: get|peer , predicted 1st: get|quantity
Original: get|data|node|proxy , predicted 1st: get|protocol
Original: close , predicted 1st: stop
Original: get|proto , predicted 1st: to|merge
Original: service|stop , predicted 1st: stop
Original: get|best|node|dn|addr|pair , predicted 1st: get
Original: set|input , predicted 1st: set|input|input
Original: get|estimator , predicted 1st: get|task
Original: add|renew|action , predicted 1st: get|action
Original: set|job|id , predicted 1st: set|id|id
Original: id|to|block|dir , predicted 1st: get|file
Original: open , predicted 1st: open|stream
Original: visit|enclosing|element , predicted 1st: add|element
Original: compare , predicted 1st: is
Original: get|content|summary , predicted 1st: get|content|content
Original: get|cache|used , predicted 1st: get|cache|cache
Original: deprecated|conf , predicted 1st: is
Original: determine|replication , predicted 1st: get|long
Original: get|xfer|port , predicted 1st: get|port
Original: check|access , predicted 1st: set
Original: stop|containers , predicted 1st: get|response
Original: create|bp|registration , predicted 1st: get
Original: get|datanode , predicted 1st: get
Original: get , predicted 1st: get|stream
Original: get|dfs , predicted 1st: get|system|file
Original: run , predicted 1st: run
Original: shutdown|periodic|scanners , predicted 1st: shutdown
Original: link|blocks , predicted 1st: do|to
Original: call , predicted 1st: get|link
Original: allow|snapshot , predicted 1st: do|close
Original: get|datanode|info , predicted 1st: get|info
Original: get|app|id , predicted 1st: get
Original: add|block|to|be|recovered , predicted 1st: check|block
Original: print|tokens , predicted 1st: read
Original: gen|files , predicted 1st: read
Original: set|input|table|name , predicted 1st: set|table|table|name
Original: get|max|number|of|blocks|to|log , predicted 1st: get|max|number|of|number
Original: new|instance , predicted 1st: create|resource
Original: maybe|schedule|a|reduce|speculation , predicted 1st: 
Original: get|row|name , predicted 1st: get|column|column
Original: destroy , predicted 1st: stop
Original: get|nodes , predicted 1st: get|nodes
Original: shutdown , predicted 1st: stop
Original: convert|from|proto|format , predicted 1st: create|token
Original: run|datanode|daemon , predicted 1st: start
Original: get|container|id , predicted 1st: get|container|id
Original: get|codec|classes , predicted 1st: get|all|names
Original: commit|data , predicted 1st: process
Original: set|replication , predicted 1st: set
Original: create|container|log|dirs , predicted 1st: set|log|log|dir
Original: get|file|status , predicted 1st: get|status
Original: read|block|length , predicted 1st: get
Original: set|log|url , predicted 1st: set|log|log|url
Original: populate|access , predicted 1st: test
Original: parse|thresholds , predicted 1st: get
Original: return|buffer , predicted 1st: add
Original: echo , predicted 1st: render
Original: set|output , predicted 1st: get|default|output|format
Original: get|name , predicted 1st: get|name|name
Original: get|quota , predicted 1st: get
Original: compare|byte|arrays , predicted 1st: assert
Original: trigger|heartbeat , predicted 1st: wait|for|trigger
Original: run , predicted 1st: get|output
Original: move|block|to|head , predicted 1st: move|index
Original: next|key|value , predicted 1st: next|next|value
Original: set|block|new|container|requests , predicted 1st: set|new|block
Original: parse|escaped|compact|string , predicted 1st: get|user
Original: get|compressor|type , predicted 1st: get|type
Original: get|number|columns , predicted 1st: get|column|size
Original: set|capacity , predicted 1st: set
Original: add|to|dead|nodes , predicted 1st: set|info
Original: is|process|tree|over|limit , predicted 1st: is|visible|limit
Original: get|count|query , predicted 1st: get|query|query|string
Original: do|filter , predicted 1st: do|get
Original: get|auth|type , predicted 1st: get|handler|name
Original: get|remote|user , predicted 1st: get|short|name
Original: get|user|principal , predicted 1st: get|user|principal
Original: get|name , predicted 1st: get|user|name|name
Original: get|block|pool|used , predicted 1st: get|block|block
Original: set|xceiver|count , predicted 1st: set|count|count
Original: collect , predicted 1st: add
Original: kill , predicted 1st: close
Original: get|data|encryption|key|factory|for|block , predicted 1st: get|data|key
Original: new|data|encryption|key , predicted 1st: get|data|key
Original: get|initial|working|directory , predicted 1st: get|working|directory
Original: get|datanode|uuid , predicted 1st: get|uuid
Original: is|name|resolved , predicted 1st: is|address|address
Original: get|file|link|info , predicted 1st: get|file|info
Original: get|working|directory , predicted 1st: get|target|path
Original: get|user , predicted 1st: get|user|user|user
Original: verify|buffer , predicted 1st: create|info
Original: generate|partial|segment , predicted 1st: generate
Original: get|last|update , predicted 1st: get|last|update
Original: write|buffer , predicted 1st: print|error|exception
Original: get|address , predicted 1st: get|base|path
Original: get|yarn|url|from|path , predicted 1st: get|url|from|url
Original: initialize|allowed|origins , predicted 1st: set|allowed
Original: get|current|namenode|address , predicted 1st: get|server|info
Original: post|execute , predicted 1st: set|container|id
Original: serialize , predicted 1st: write
Original: drop|tables , predicted 1st: drop
Original: write|segment , predicted 1st: write|to
Original: set|level , predicted 1st: set|level
Original: main , predicted 1st: main
Original: resolve|target , predicted 1st: get|target|service
Original: remove|block , predicted 1st: remove
Original: add|block , predicted 1st: add
Original: get|file|checksum , predicted 1st: parse
Original: find|cache|file , predicted 1st: get|file
Original: wrap|if|necessary , predicted 1st: read
Original: restore|trash , predicted 1st: update
Original: recover , predicted 1st: execute
Original: get|decryptor , predicted 1st: get
Original: reset , predicted 1st: run
Original: get|acl|status , predicted 1st: get|status
Original: test|syncable , predicted 1st: test
Original: init , predicted 1st: set|output
Original: get|id , predicted 1st: get|container|id
Original: close , predicted 1st: close
Original: get|yarn|url|from|uri , predicted 1st: get|url
Original: set|uid , predicted 1st: set|m
Original: verify|file|contents , predicted 1st: read
Original: create|user|cache|dirs , predicted 1st: create|cache
Original: get|latest|scan|time , predicted 1st: get|last|time|time
Original: get|decay|factor , predicted 1st: get
Original: print|topology , predicted 1st: test
Original: close|block , predicted 1st: add|error
Original: get|anonymized|value , predicted 1st: get
Original: convert|to|proto|format , predicted 1st: get|priority
Original: get|http|user|group|information|in|context , predicted 1st: get
Original: read|fields , predicted 1st: read|from
Original: connect|to|dn , predicted 1st: get
Original: iterator , predicted 1st: iterator
Original: test|combined|op , predicted 1st: test|read|read
Original: get|node|http|address , predicted 1st: get|http|address
Original: restore|failed|storage , predicted 1st: do|exit
Original: to|escaped|compact|string , predicted 1st: to|string
Original: get|dependent|host|names , predicted 1st: get|host|names|names
Original: setup , predicted 1st: set|up
Original: get|missing|blocks|count , predicted 1st: get|stats|stats
Original: initialize , predicted 1st: execute|split
Original: get|current|key , predicted 1st: get|current|key
Original: test|i|os , predicted 1st: test
Original: fetch|replica|info , predicted 1st: fetch|info
Original: write|response , predicted 1st: write|to
Original: get|datanode|uuid , predicted 1st: get|uuid
Original: test|read , predicted 1st: test|read|buffer|buffer
Original: get|length , predicted 1st: get|length
Original: main , predicted 1st: main
Original: dump|datanode , predicted 1st: get|string
Original: seek|to|new|source , predicted 1st: is|valid
Original: get|num|peers , predicted 1st: size
Original: block|checksum , predicted 1st: read|block
Original: start|hsqldb|server , predicted 1st: start
Original: get|proto , predicted 1st: to|merge
Original: get|calls|made , predicted 1st: get
Original: stop|decommission , predicted 1st: unset|state
Original: visit|enclosing|element , predicted 1st: push|element
Original: after|decryption , predicted 1st: get
Original: create|output|stream , predicted 1st: create|stream|stream|stream
Original: get|non|dfs|used , predicted 1st: get
Original: meta|save , predicted 1st: save
Original: make|block|pool|data|dir , predicted 1st: check
Original: get|value , predicted 1st: get|value
Original: is|connected|to|nn , predicted 1st: is
Original: run , predicted 1st: run
Original: finalize|upgrade , predicted 1st: get
Original: get|space|consumed , predicted 1st: get|space|space
Original: get|storage|info , predicted 1st: get|storage|storage
Original: get|allowed|headers|header , predicted 1st: get|allowed|headers
Original: set|stamp , predicted 1st: set|stamp
Original: primitive|mkdir , predicted 1st: contains
Original: is|shuffle|encrypted , predicted 1st: is|default|data
Original: bp|registration|succeeded , predicted 1st: register|pool
Original: get|checksum|type , predicted 1st: get|type
Original: start , predicted 1st: start|thread
Original: get|length , predicted 1st: get|length
Original: get|cookie , predicted 1st: get|cookie
Original: convert|to|proto|format , predicted 1st: get|priority
Original: post , predicted 1st: get|input|stream
Original: merge|all , predicted 1st: add
Original: is|completed , predicted 1st: is|failed
Original: schedule|file|deletion|task , predicted 1st: schedule|task
Original: skip , predicted 1st: read
Original: init , predicted 1st: set|config|prefix
Original: get|pos , predicted 1st: get|wrapped|bytes
Original: get|name , predicted 1st: get|id
Original: get|info|port , predicted 1st: get|port|info
Original: normalize , predicted 1st: get|resource
Original: write|header , predicted 1st: get|header
Original: verify|exit|code , predicted 1st: append
Original: get|proto , predicted 1st: to|merge
Original: to|application|id , predicted 1st: get|id|id
Original: get|mount , predicted 1st: get
Original: escape , predicted 1st: escape|escape|string
Original: set|status , predicted 1st: set|status
Original: remove|block|pool , predicted 1st: remove|pool
Original: visit , predicted 1st: visit
Original: stringify|token , predicted 1st: read
Original: set|max|validity , predicted 1st: set|max
Original: send|shm|error|response , predicted 1st: write
Original: to|container|id , predicted 1st: get|container|id|id
Original: test|has|enhanced|byte|buffer|access , predicted 1st: test|read|read
Original: get|diagnostics|info , predicted 1st: get|info
Original: submit , predicted 1st: set
Original: service|stop , predicted 1st: stop
Original: main , predicted 1st: main
Original: release|short|circuit|fds , predicted 1st: do|close
Original: update|reg|info , predicted 1st: set|port
Original: delegation|token|to|json , predicted 1st: get|response
Original: incr|reads|from|client , predicted 1st: set|remote|from|local|local
Original: is|invalid|divisor , predicted 1st: is
Original: get|dfs|input|stream , predicted 1st: get|input|stream
Original: write , predicted 1st: write|to
Original: has|delegation|token , predicted 1st: is
Original: restore|failed|storage , predicted 1st: restore|storage
Original: list|cache|directives , predicted 1st: create|cache
Original: augment|url , predicted 1st: get|url|url
Original: get|hdfs|timeout , predicted 1st: get|timeout
Original: get|path|from|yarn|url , predicted 1st: get|path
Original: close , predicted 1st: close
Original: init|data|block|scanner , predicted 1st: set
Original: response , predicted 1st: get|response
Original: to|escaped|compact|string , predicted 1st: to|string
Original: solve , predicted 1st: find|by
Original: print|comma|unless|first , predicted 1st: print
Original: maybe|init|builder , predicted 1st: run|data
Original: get|connection , predicted 1st: get|connection
Original: get|pending|cached , predicted 1st: get|cached|pending
Original: convert|from|proto|format , predicted 1st: create|counter
Original: get|ipc|addr , predicted 1st: get|port
Original: get|gid , predicted 1st: get|m
Original: create|user|local|dirs , predicted 1st: set|status
Original: start|record , predicted 1st: print
Original: get|container|status|internal , predicted 1st: get|current|info
Original: create|symlink , predicted 1st: create|exception
Original: determine|block|size , predicted 1st: get|size
Original: push|context , predicted 1st: set|up
Original: set|datanode|uuid|for|testing , predicted 1st: set|uuid|uuid
Original: get|progress , predicted 1st: get|current|usage
Original: clear|block|queues , predicted 1st: clear
Original: set|safe|mode , predicted 1st: is|checked
Original: test|crypto|iv , predicted 1st: test
Original: create|iv , predicted 1st: create|entry
Original: block|seek|to , predicted 1st: read
Original: content , predicted 1st: get|sub|class
Original: get|ipc|port , predicted 1st: get|port
Original: increment|counter , predicted 1st: increment|counter
Original: link|all|blocks , predicted 1st: add|link
Original: close|connection|to|namenode , predicted 1st: stop
Original: decrypt , predicted 1st: write
Original: error , predicted 1st: get|error|error
Original: get|volume|failures , predicted 1st: get
Original: validate , predicted 1st: get|path
Original: is|cross|origin , predicted 1st: is|origin
Original: generate , predicted 1st: get|long
Original: get|num|stale|nodes , predicted 1st: get|num|nodes|nodes
Original: get|earlier|attempt|failed , predicted 1st: is|failed|failed
Original: clean|buffer|pool , predicted 1st: test
Original: assert|is|file , predicted 1st: assert|file
Original: get|remaining|percent , predicted 1st: get
Original: should|run , predicted 1st: is|run
Original: is|framework|group , predicted 1st: is|not|group
Original: write|block , predicted 1st: write
Original: handle|heartbeat , predicted 1st: add
Original: get|assigned|node , predicted 1st: get|node|id
Original: get|hostname , predicted 1st: get|hostname
Original: error|report , predicted 1st: handle|error
Original: select|nm|token|identifier , predicted 1st: get|token|token
Original: wrap|if|necessary , predicted 1st: read|stream
Original: to|application|attempt|id , predicted 1st: get|id|id|id
Original: set|expiry|date , predicted 1st: set|date|date
Original: get|container , predicted 1st: get|container
Original: get|bandwidth , predicted 1st: get|period
Original: get|renewer , predicted 1st: get
Original: verify , predicted 1st: test|query
Original: check|stream , predicted 1st: set|closed
Original: disallow|snapshot , predicted 1st: do|close
Original: get|target|ids , predicted 1st: get|node|name|name
Original: is|transient , predicted 1st: is
Original: read|all , predicted 1st: read
Original: cleanup , predicted 1st: cleanup
Original: write|long , predicted 1st: print|error|exception|exception
Original: check|decommissioning , predicted 1st: start
Original: get|storage|id , predicted 1st: get|storage|id|id
Original: get|proxy|superuser|user|conf|key , predicted 1st: get|config|prefix|name
Original: preserve|file|attributes|for|directories , predicted 1st: get|file
Original: abort|job , predicted 1st: execute
Original: commit|block|synchronization , predicted 1st: add|input|commit
Original: seek , predicted 1st: read
Original: modify|acl|entries , predicted 1st: check
Original: get|dfs|client , predicted 1st: get|client|client
Original: set|input|class , predicted 1st: set|input|class
Original: add|peer , predicted 1st: add
Original: create|job , predicted 1st: get|job|job
Original: shutdown|block|pool , predicted 1st: remove|pool
Original: crypto|check , predicted 1st: read
Original: get|hedged|read|wins , predicted 1st: get|read|read
Original: run , predicted 1st: do|to|string
Original: run , predicted 1st: do|work
Original: instantiate|data|node , predicted 1st: get
Original: reset|state , predicted 1st: reset
Original: read|check , predicted 1st: test|read
Original: get|user|cache|dir , predicted 1st: create|path|path
Original: get|attribute|names , predicted 1st: get|attribute|map
Original: get|credentials , predicted 1st: get|credentials
Original: get , predicted 1st: get
Original: get|server|defaults , predicted 1st: get|server|server|server|server|server
Original: get|replication|command , predicted 1st: get
Original: get|output|committer , predicted 1st: create
Original: set|attributes , predicted 1st: load|properties
Original: to|escaped|compact|string , predicted 1st: to|string
Original: save|delegation|token , predicted 1st: add|token
Original: allow|snapshot , predicted 1st: open|snapshot
Original: schedule|all|block|report , predicted 1st: schedule
Original: eval , predicted 1st: get|all|args
Original: create|data|join|job , predicted 1st: main
Original: convert|to|string , predicted 1st: get|string|map
Original: to|application|attempt|id , predicted 1st: get|id
Original: transfer|blocks , predicted 1st: log
Original: parse|decay|factor , predicted 1st: get
Original: do|work , predicted 1st: main
Original: get|datanode|info , predicted 1st: get|info
Original: block|received|and|deleted , predicted 1st: delete|blocks
Original: get|short|circuit|registry , predicted 1st: get|short|registry
Original: check|arg , predicted 1st: get|value
Original: get|counter , predicted 1st: get|counter|counter
Original: set|time , predicted 1st: set|time|time
Original: create , predicted 1st: create
Original: init|test , predicted 1st: get
Original: reset|blocks , predicted 1st: clear
Original: init|replica|recovery , predicted 1st: read
Original: write|success|with|checksum|info , predicted 1st: write
Original: get|storage|infos , predicted 1st: get|storage|storage
Original: get|exported|keys , predicted 1st: get|keys|keys
Original: report , predicted 1st: test
Original: get|position , predicted 1st: get|position
Original: read , predicted 1st: read
Original: not , predicted 1st: set|up
Original: get|db|conf , predicted 1st: get|db
Original: get|block|iterator , predicted 1st: create|block|block
Original: get|datanode|by|host , predicted 1st: get|host
Original: get|priority , predicted 1st: get|priority
Original: inc|hedged|read|wins , predicted 1st: test|read
Original: check|decommission|state , predicted 1st: is
Original: remove|datanode , predicted 1st: write
Original: pre|head , predicted 1st: set|title
Original: get|buffer|size , predicted 1st: get|default|data
Original: get|domain|peer|server , predicted 1st: get|server|domain
Original: get|filesystem , predicted 1st: get
Original: get|file|encryption|info , predicted 1st: get|file|info
Original: add , predicted 1st: set
Original: prettify|exception , predicted 1st: get|message
Original: get|block|pool|used , predicted 1st: get|block|block
Original: from|proto , predicted 1st: get|block
Original: write|check , predicted 1st: assert|write|buffer
Original: print|usage|exit , predicted 1st: run
Original: compute|priority|level , predicted 1st: get|total|total
Original: membership|test , predicted 1st: contains
Original: get|record|writer , predicted 1st: get|record|writer
Original: clean|up|applications|on|nm|shut|down , predicted 1st: wait|for
Original: get|num|live|data|nodes , predicted 1st: get|live|live|live
Original: get|rpc|port , predicted 1st: get|port
Original: create|countdown|doos|action , predicted 1st: create
Original: get|proxy|hosts , predicted 1st: get|proxy|proxy
Original: init|filter , predicted 1st: add|filter|filter
Original: get|queue|names , predicted 1st: get|queue|name|name
Original: read , predicted 1st: read
Original: verify|bytes , predicted 1st: read
Original: init|ipc|server , predicted 1st: configure|server
Original: modify|cache|directive , predicted 1st: do|set|cache
Original: run , predicted 1st: main
Original: read|dataset , predicted 1st: read
Original: reset , predicted 1st: set|up
Original: throw|bad|framework|group|name|exception , predicted 1st: set|name|name|name
Original: compare , predicted 1st: get|memory
Original: set|ip|addr , predicted 1st: set|ip
Original: format , predicted 1st: set|uuid
Original: cleanup , predicted 1st: delete|folder
Original: get|ipc|port , predicted 1st: get|port|port
Original: create|control|file , predicted 1st: create|file
Original: get|previous|block , predicted 1st: get|previous|block
Original: finalize|upgrade , predicted 1st: upgrade
Original: get|home|directory , predicted 1st: get|home|directory
Original: get|input|stream , predicted 1st: get|input|stream
Original: initialize|allowed|methods , predicted 1st: set|allowed|methods
Original: free|buffers , predicted 1st: flush
Original: close|connection , predicted 1st: close
Original: read|fully|check , predicted 1st: test|read|read
Original: speculation|value , predicted 1st: get|task
Original: update|encryptor , predicted 1st: init
Original: update|current|thread|name , predicted 1st: set|status
Original: convert|to|proto|format , predicted 1st: get|resource
Original: render , predicted 1st: 
Original: put , predicted 1st: get|data
Original: set|output , predicted 1st: set|output|count
Original: get|cache|command , predicted 1st: get|block|block|id|id
Original: short|circuit|forbidden , predicted 1st: is
Original: service|start , predicted 1st: start|service
Original: get|usage|string , predicted 1st: get|help|id
Original: render , predicted 1st: render
Original: get|datanode|storage|infos , predicted 1st: get
Original: try|send|error|report , predicted 1st: report|error|error|error
Original: get|start|time , predicted 1st: get|start|start
Original: get|block|at , predicted 1st: get|next|block
Original: service|init , predicted 1st: init
Original: get|container|state , predicted 1st: convert|to|from
Original: get|decommissioning|nodes , predicted 1st: get|nodes
Original: set|verify|checksum , predicted 1st: set|verify
Original: run , predicted 1st: do|close
Original: service|stop , predicted 1st: stop
Original: main , predicted 1st: test
Original: get|global|crc , predicted 1st: get|global|global
Original: create|compressor , predicted 1st: get
Original: get|counts , predicted 1st: get
Original: received|heartbeat , predicted 1st: set
Original: generic|refresh , predicted 1st: create
Original: get|corrupt|blocks|count , predicted 1st: get|stats|stats
Original: get|resource , predicted 1st: get|resource
Original: close|current|block|reader , predicted 1st: close|reader
Original: stop|lease|renewer , predicted 1st: 
Original: construct|output|stream , predicted 1st: get|output|output|stream|output
Original: get|datanode|list|for|report , predicted 1st: get|nodes
Original: add|fsync|nanos , predicted 1st: set
Original: refresh|nodes , predicted 1st: set
Original: get|finalized|block|range , predicted 1st: read|block|block
Original: put|file|being|written , predicted 1st: add
Original: set|job , predicted 1st: set|job
Original: set|assigned|node , predicted 1st: set|node|id|id
Original: parse|task|proto , predicted 1st: create|task|info
Original: write|string , predicted 1st: print|error|exception
Original: cancel|tokens , predicted 1st: process
Original: set|drop|behind , predicted 1st: set|drop|drop
Original: create , predicted 1st: create
Original: write , predicted 1st: write
Original: select|token , predicted 1st: get|token|token
Original: cancel|delegation|token , predicted 1st: do|cancel
Original: send|shm|success|response , predicted 1st: send|file
Original: get|application , predicted 1st: get|application
Original: get|proto , predicted 1st: to|merge
Original: get|file|type , predicted 1st: get|file|name|file
Original: is|method|allowed , predicted 1st: is|control|control|control|control
Original: maybe|init|builder , predicted 1st: set|up
Original: event|queue|empty , predicted 1st: is|empty
Original: delete|snapshot , predicted 1st: delete|snapshot
Original: to|application|id , predicted 1st: get|id|id|id
Original: state|changed , predicted 1st: set|service|service
Original: merge|local|to|builder , predicted 1st: set|up
Original: get|registration|id , predicted 1st: get|id
Original: set|kind , predicted 1st: set|kind
Original: get|type , predicted 1st: get|type
Original: datanode|report , predicted 1st: get|report|report
Original: get|network|dependencies|with|default , predicted 1st: get|dependencies
Original: get|domain|socket|watcher , predicted 1st: get|domain|domain
Original: set|id , predicted 1st: set|id|id
Original: fix|group|display|name , predicted 1st: get|name
Original: get|stale|interval|from|conf , predicted 1st: get|interval|interval|interval|interval
Original: new|dfs|client , predicted 1st: create|client
Original: get|file|system , predicted 1st: get|file
Original: post|head , predicted 1st: set|html
Original: get|proto , predicted 1st: to|merge
Original: incr|counter , predicted 1st: set|model
Original: get|post|op|obj|attr , predicted 1st: get|post|construct
Original: convert|from|yarn , predicted 1st: get|token
Original: calc|partial|block|checksum , predicted 1st: read
Original: set|counter|base|for|iv , predicted 1st: add
Original: main , predicted 1st: test
Original: get|pos , predicted 1st: get|weight
Original: close|all|files|being|written , predicted 1st: set
Original: get|input|stream|offset , predicted 1st: get
Original: remove|from|corrupt|replicas|map , predicted 1st: is
Original: get|storage|info , predicted 1st: get|storage|info
Original: get|hosts , predicted 1st: get
Original: get|bounding|vals|query , predicted 1st: get|query
Original: incr|writes|from|client , predicted 1st: set|remote|remote|client
Original: check|output|specs , predicted 1st: get|file|directory
Original: assert|is|file , predicted 1st: assert|file
Original: inc|hedged|read|ops , predicted 1st: test|read
Original: close , predicted 1st: close
Original: accept , predicted 1st: append
Original: run , predicted 1st: run
Original: set|safe|mode , predicted 1st: do|process
Original: get|xfer|addr , predicted 1st: get|port
Original: set|acl|entries , predicted 1st: set|entries
Original: mkdirs , predicted 1st: create|parent
Original: cleanup , predicted 1st: test|file|directory
Original: kill|job , predicted 1st: job|job
Original: get|local|interface|addrs , predicted 1st: get|address|address
Original: report|checksum|failure , predicted 1st: report|error|error
Original: set|type , predicted 1st: set|type
Original: verify|chunked|sums , predicted 1st: do|test
Original: do|cross|filter , predicted 1st: set|access|control|control
Original: init , predicted 1st: set
Original: run , predicted 1st: do|exit
Original: validate|file|content , predicted 1st: assert|file|file
Original: set|secrets , predicted 1st: set
Original: parse|arguments , predicted 1st: get|option
Original: clear|pending|caching|commands , predicted 1st: clear
Original: get|meta|file , predicted 1st: get|file
Original: get|configuration , predicted 1st: get
Original: get|fs|status , predicted 1st: get|status
Original: start|vector , predicted 1st: print
Original: write , predicted 1st: write
Original: rename , predicted 1st: rename
Original: get|current|value , predicted 1st: get|value
Original: read|fields , predicted 1st: read|from|map
Original: get|excess|reservation , predicted 1st: get
Original: get|db|product|name , predicted 1st: get|db|name
Original: cleanup|detach|dir , predicted 1st: validate
Original: merge|local|to|builder , predicted 1st: set|up
Original: get|first|application|dir , predicted 1st: get|application|dir
Original: disallow|snapshot , predicted 1st: open|snapshot
Original: initialize|ssl|conf , predicted 1st: get|config
Original: container|need , predicted 1st: get|task
Original: create|decompressor , predicted 1st: get
Original: main , predicted 1st: main
Original: read|fields , predicted 1st: read|from
Original: create|countdown|sleep|action , predicted 1st: create
Original: new|data|checksum , predicted 1st: new|data
Original: write|token|storage|file , predicted 1st: create|stream
Original: throw|exception|on|error , predicted 1st: check|error
Original: create|tables , predicted 1st: test|update
Original: instantiate|data|node , predicted 1st: get|data
Original: decay|current|counts , predicted 1st: clear
Original: decrement|blocks|scheduled , predicted 1st: check|first|blocks
Original: get|conf , predicted 1st: get|configuration
Original: get|mapred|job|id , predicted 1st: get|job|id
Original: init|counters , predicted 1st: test
Original: new|instance , predicted 1st: get|status
Original: and , predicted 1st: set
Original: get|dfs|used , predicted 1st: get|used
Original: get|context , predicted 1st: get|context|context
Original: convert|to|proto|format , predicted 1st: get|counter
Original: get|software|version , predicted 1st: get|version
Original: get|default|extension , predicted 1st: get|name
Original: create|inter|data|node|protocol|proxy , predicted 1st: get|protocol
